first_author	polarization	average_rating	ratings
Joshua Harris	1.3333934477490763	3.6860773177579143	30989
Joss Whedon	1.0083969033509481	4.067492495424039	81950
Jostein Gaarder	1.0896241991190863	3.906038266784614	131132
Joy Adamson	0.9407006320280977	4.17	28820
Joyce Carol Oates	1.122946852967321	3.7	77251
Joyce Maynard	1.009400106606692	3.55	23043
Joyce Meyer	0.9091818231273698	4.33	26898
Juan Gabriel Vásquez	0.9749140184110342	3.74	6113
Juan Rulfo	1.0628336609491793	4.04	20450
Jude Deveraux	1.0048985013999858	4.145568967195562	41092
Jude Fisher	0.634015634221367	4.59	17526
Jude Watson	1.0850800659848534	4.002840031969519	91337
Judi Barrett	1.0084352326267803	4.15	104677
Judith Guest	1.017642177750799	3.9	15207
Judith Kerr	0.9669735960853765	4.23	10229
Judith Krantz	1.082119408419244	3.8	12465
Judith McNaught	0.9033734397156384	4.260697180735993	172882
Judith Viorst	0.9720759522040202	4.22	146073
Judy Blume	1.0565582837861576	3.8815760082004975	598988
Judy Schachner	1.0019429534107946	4.25	37497
Julee Rosso	1.0317085141354374	4.06	15267
Jules Verne	1.0016614227481162	3.875628527208114	381853
Julia Alvarez	0.9310452635359665	3.9891461159062884	55148
Julia Cameron	1.2585314578032678	3.89	66049
Julia Child	0.8917325011516899	4.229157885049008	108655
Julia Claiborne Johnson	0.915206817230522	3.9	9044
Julia Donaldson	0.7548993498257184	4.47	19609
Julia Glass	1.0737220068882383	3.56	35677
Julia Heaberlin	0.981706179597408	3.78	14886
Julia Hoban	1.1694396611155309	3.94	28342
Julia Pierpont	1.196329339578064	2.84	8458
Julia Quinn	0.9596422952607403	4.052073527358623	265017
Julia Scheeres	0.9587177922725036	3.9699999999999998	13562
Julian Barnes	1.0544606073618052	3.7000000000000006	105099
Julianna Baggott	1.1355024824252231	3.74	18778
Julianne Donaldson	0.8615372869945602	4.275383529207307	46033
Julie   Murphy	1.0051797258415704	3.8699999999999997	22176
Julie Anne Peters	1.1504121377593892	3.918697093442229	62445
Julie Buxbaum	0.9167853320594417	4.1	15565
Julie Garwood	0.9051442284632717	4.2119994148869475	239270
Julie Gregory	1.0645361623547223	3.72	11860
Julie Hockley	1.0782576136978395	4.11	16741
Julie James	1.0002973548480072	3.987561445365606	150052
Julie Kagawa	1.033633383343558	4.080283255653891	534676
Julie Kibler	0.8780552568360601	4.21	24070
Julie Klassen	1.016265957592167	3.79	15782
Julie Orringer	0.911928431840257	4.19	35122
Julie Otsuka	1.0477672490114247	3.6219620444578857	39678
Julie Powell	1.1352198496757804	3.67	121373
Juliet Marillier	0.9091328482214294	4.220417141461827	98288
Julietta Suzuki	0.8704905949388171	4.38	20569
Julio Cortázar	0.9756179934283361	4.25	10309
Jung Chang	0.9029594176253036	4.23	60193
Junot Díaz	1.0796510911269455	3.8675765443687715	250345
Jussi Adler-Olsen	0.931926245884945	3.9451663883587784	50304
Justin Cronin	0.9956845415616126	4.036056791320383	200101
Justin Halpern	1.0435446326669517	3.959279149364977	115114
Justin Torres	1.1399993438418339	3.6100000000000003	10616
Justina Chen	1.1475126524390244	3.92	32034
Justine Korman Fontes	0.787879807388668	4.465717730715721	32345
K. Bromberg	0.7612781324397626	4.450301502136312	111641
K.A. Linde	1.1195126363536814	3.946371700777692	50277
K.A. Tucker	0.9306323180138251	4.206311669887239	81766
K.R. Dwyer	1.0330905586351837	3.87	17224
Kady Cross	1.1519873411273558	3.81	17825
Kahlil Gibran	0.9722220308743686	4.209024161562745	148252
Kalayna Price	0.9296815099705121	4.023954393338003	38547
Kami Garcia	1.1822778789987347	3.804688744504344	661659
Kanoko Sakurakouji	1.1711550600879759	4.08	27196
Karen   White	0.958311468243207	3.9688416568476383	22066
Karen Armstrong	1.1774170018748713	3.85	32506
Karen Chance	1.0405112914669257	3.9535698549882583	82614
Karen Cushman	1.090025654573717	3.705157759075805	64402
Karen Harper	0.9802638049838776	4.04	8514
Karen Hesse	1.1989560165040345	3.73	53706
Karen Joy Fowler	1.1127146463932063	3.4093667606829294	113101
Karen Kingsbury	0.840147528083354	4.363749002465975	139093
Karen Marie Moning	0.8908994874427302	4.260166712437447	655440
Karen Miller	1.1160471100424687	3.676833727683373	27894
Karen Russell	1.1794945415692637	3.334048819812895	53339
Karen Thompson Walker	1.045871637192836	3.64	61296
Karin Slaughter	0.9095587221521257	4.116787961780932	355634
Karina Halle	1.0568518048514803	3.9505534729878717	31745
Karl Marlantes	0.9230329034170441	4.25	22525
Karl Marx	1.2204301386072494	3.51	56464
Karl Weber	0.877117988675638	4.19	13467
Karma Wilson	0.9226219895560328	4.25	24556
Karuho Shiina	0.9993884150963696	4.23	37369
Kasie West	1.0221409218634454	3.9850578546201105	127129
Kass Morgan	1.1409292047318635	3.618344984723733	38622
Katarina Bivald	1.0580887024639918	3.56	14571
Kate Alcott	1.036932156366718	3.4400000000000004	20464
Kate Andersen Brower	1.0034437566381966	3.75	8841
Kate Atkinson	1.0668247479571433	3.816577402002453	308222
Kate Beaton	0.9312412058422881	4.27	20587
Kate Brian	1.1383294929931596	3.88707359232531	46282
Kate Chopin	1.2189351706244926	3.6827857176804466	147287
Kate Clifford Larson	0.980766798171602	3.78	9819
Kate DiCamillo	1.017858735827319	4.022662275506103	378184
Kate Douglas Wiggin	1.0806770683796154	3.85	27831
Kate Egan	0.7511694185255453	4.506652713465457	134975
Kate Grenville	1.0326886645503408	3.79	11051
Kate Hamer	1.0687428063861766	3.53	8027
Kate Jacobs	1.1036647957558279	3.419780194067855	72655
Kate Morton	0.9281489778288731	4.049017768687073	390631
Kate Mosse	1.159315218876983	3.59850801330511	49605
Kate Summerscale	1.1264548042063705	3.4300000000000006	11316
Katee Robert	1.0345488358806931	3.77	17710
Katharine Graham	0.9651559413171071	4.13	13714
Katharine Hepburn	1.0941384072506317	3.87	9312
Katherine Addison	0.9819859409052072	4.05	11443
Katherine Allred	0.9101675935174048	4.3	22577
Katherine Applegate	0.989406324288344	4.24	85136
Katherine Boo	1.003235558574004	3.9699999999999998	69596
Katherine Dunn	1.0945202339352877	3.9800000000000004	41176
Katherine Hannigan	1.1150658110722316	3.86	20551
Katherine Howe	1.0721662350559211	3.7000000000000006	41284
Katherine Neville	1.10837825156793	3.92	22928
Katherine Paterson	1.0813427879906545	3.9513153653058524	378450
Kathleen E. Woodiwiss	1.0415783195877972	4.11619257105696	26141
Kathleen Grissom	0.8843405508068095	4.184445803242386	181533
Kathleen Kent	0.9815742085876454	3.77	23815
Kathleen Tessaro	0.8981697992663259	3.97	22544
Kathleen Winsor	1.0934428349870038	3.98	13286
Kathryn Croft	1.1025247662893414	3.7190794672910874	27332
Kathryn Erskine	0.9103260209296523	4.18	21138
Kathryn Jackson	1.026293378373759	4.104798700126376	27695
Kathryn Lasky	1.109576467518074	3.88	18830
Kathryn Stockett	0.7301757781046574	4.45	1531753
Kathy Griffin	1.1424504383189489	3.8	31685
Kathy Reichs	0.9717297493105345	3.9239021629001027	420454
Katie Alender	1.051116910564424	4.07	18862
Katie Ashley	1.01412337379337	4.0323081056955745	109787
Katie Cotugno	1.171061163858427	3.73	12515
Katie J. Davis	0.8383286742083941	4.4	20500
Katie Klein	1.04026221497152	3.9199999999999995	17479
Katie MacAlister	1.0247142461308147	4.01	17279
Katie McGarry	0.9854974299377469	4.130705352540625	147444
Katja Millay	0.8895244751242144	4.34	52982
Katrina Kittle	0.93567993660206	4	10627
Katsuhiro Otomo	0.8278406510200925	4.36	16116
Katsura Hoshino	0.9994844317579562	4.21	23910
Katy Evans	0.96307393602511715	4.236021782213787	167017
Kaui Hart Hemmings	0.9230986204848767	3.82	14124
Kay Redfield Jamison	0.9961405182121579	4.03	41102
Kay Thompson	1.002911534791962	4.2	19765
Kaye Gibbons	1.0335233683928304	3.7118065325507414	44638
Kazu Kibuishi	0.8843277914333985	4.272642120120705	82184
Kazue Kato	0.8654674294790352	4.36	39464
Kazune Kawahara	1.1116952374135984	4.11	21210
Kazuo Ishiguro	1.0699611807102147	3.8230407187975817	464331
Keary Taylor	1.2226588885263345	3.7	9790
Keigo Higashino	0.9080823414506446	4.05	12336
Keith Ferrazzi	1.1621503746610093	3.7999999999999994	25826
Keith Richards	1.1312787198195742	3.84	60409
Kelley Armstrong	0.9723171218386941	4.1217124875017594	689097
Kelly Corrigan	0.9952441210129568	3.8222207670187625	35123
Kelly Creagh	1.2490300283598421	3.8700000000000006	24570
Kelly Elliott	1.228672560658791	3.98	22039
Kelly McGonigal	0.9730118654800176	4.11	15318
Ken Akamatsu	1.331510904853009	3.7300000000000004	10926
Ken Follett	0.9002000544347942	4.193750957945073	1098706
Ken Grimwood	0.9296864489214766	4.16	18019
Ken Kesey	0.9082766080187478	4.1818340353035826	507144
Ken Robinson	1.0805082447403085	3.89	9074
Kendare Blake	1.0852724679900134	3.9387886332250592	102826
Kendra Elliot	0.9872413098218139	4.031703430181712	20582
Kenneth Branagh	0.9817852954195183	4.12	156869
Kenneth Grahame	1.0439082837657259	3.98	124612
Kenneth H. Blanchard	1.1121748360693189	3.8500000000000005	70241
Kenneth Oppel	0.9367842632779179	4.16	18717
Kennilworthy Whisp	1.094899074934104	3.85	90908
Kent Haruf	0.9488600367321929	4.00708676089143	94455
Kentaro Miura	0.8682942347508286	4.37	10362
Kentaro Yabuki	1.0921906951391491	4.08	13945
Keri Arthur	1.1418494112479554	3.89	25813
Keri Hulme	1.062361839014236	4.06	15110
Keri Smith	1.0208501576758624	4.19	10012
Kerrelyn Sparks	1.182041142921487	3.8500000000000005	27854
Kerry Lonsdale	1.161820452918577	3.84	69018
Kerry Patterson	1.0296449968784112	3.995301683816651	34208
Kerstin Gier	0.9461993019908468	4.12	62978
Kevin    Wilson	1.0578393267991344	3.6000000000000005	18214
Kevin D. Mitnick	1.0387615868173952	3.95	12831
Kevin Hearne	0.8441275533773667	4.2177736550747635	234474
Kevin Henkes	0.9495843319478219	4.229619291757961	115469
Kevin J. Anderson	1.073269856122815	3.653659782748701	23291
Kevin Kwan	1.0176410774124416	3.7110820451843045	63916
Kevin Malarkey	1.1823054730364744	3.89	8945
Kevin Powers	1.0763545460653805	3.7399999999999998	17858
Kevin Stein	1.0110238201900938	4.08	15313
Kevin Wignall	1.0370714856560002	3.79	12956
Khaled Hosseini	0.8865818366940619	4.2669422827496755	2831112
Khushwant Singh	0.9075005815044406	3.85	12439
Kiera Cass	1.047541028602959	4.054301052640199	1221215
Kieron Gillen	1.1129872183793512	3.9	25138
Kiersten White	1.1080549690552841	3.92391957736308	131555
Kim Carpenter	1.2261557895768658	3.77	16705
Kim Edwards	1.135445759280014	3.64	501430
Kim Gordon	1.1406952264812258	3.58	14491
Kim Gruenenfelder	1.2131230536901436	3.6899999999999995	10464
Kim Harrison	0.8362115089687222	4.295365238613808	517908
Kim Holden	0.8489142581944069	4.42	17046
Kim Karr	1.0150955988242112	4.11	10379
Kim Stanley Robinson	1.0932949607188234	3.822734505710337	109976
Kim van Alkemade	1.0044572108102134	3.6899999999999995	9558
Kimberly Brubaker Bradley	0.7706386029928077	4.43	18782
Kimberly Derting	1.0765805484817252	3.9400448536090336	89179
Kimberly Lauren	0.9580501840455887	4.15	20457
Kimberly McCreight	0.9699658183833234	3.821826136812226	106394
Kimberly Rae Miller	0.9700463447508884	3.8800000000000003	10002
Kimon Nicolaides	1.2648642052416843	3.88	30880
Kingsley Amis	1.0920308663131848	3.79	17448
Kiran Desai	1.1264016296884534	3.41	37967
Kirsty Moseley	1.2416484924164726	3.952615989097025	68972
Kitty French	0.9721037962948088	4.104086183729756	42421
Kiyo Fujiwara	1.134059747582505	4.03	10738
Kiyohiko Azuma	0.8991364925518408	4.34	12754
Kiyoko Arai	1.081412692817002	4.15	16223
Knut Hamsun	0.9696909776743111	4.09	21394
Kōbō Abe	1.0252064562512684	3.91	11467
Kody Keplinger	1.147809559845649	3.8437388157968777	177706
Kohta Hirano	0.9535123344750276	4.28	23895
Koren Zailckas	1.166597222147429	3.5	20658
Koushun Takami	0.8954792915077153	4.24	35641
Kresley Cole	0.8516113834274396	4.311048044946687	501572
Krishna-Dwaipayana Vyasa	1.0606344561046168	4.1	33225
Krista Ritchie	1.1077625265907123	3.9	12746
Kristan Higgins	1.0318268263130146	3.916890614349643	33743
Kristen Ashley	0.8479677673718169	4.318086809209682	779180
Kristen Britain	0.9417357848186538	4.134471685939749	40298
Kristen Callihan	0.9554216784291366	4.113240901213172	49045
Kristen Proby	0.9224008259611325	4.195233241505968	174240
Kristen Simmons	1.188165200046986	3.78	23732
Kristin Cashore	1.0182352090925004	4.089556962304228	453844
Kristin Hannah	0.8628061689840879	4.205201573007882	757021
Kristin Kimball	0.9075049312449589	4.04	11559
Kristin Levine	0.9441515989385956	4.22	12962
Kurt Busiek	0.9386795006919394	4.21	21636
Kurt Cobain	1.099478386624067	3.9799999999999995	10349
Kurt Vonnegut Jr.	0.9888486734175282	4.056472272439456	1743536
Kurtis J. Wiebe	0.9734805265450214	4.2	24959
Kwame Alexander	0.9807693622734251	4.22	21249
Kyle Idleman	0.9603970546967525	4.23	22613
Kylie Scott	0.8927596876340541	4.179046369624496	145591
Kyousuke Motomi	1.044357428860659	4.21	21692
Kyung-Sook Shin	1.080075829151703	3.76	12130
L. Frank Baum	1.0235331120255036	3.972794171366784	273752
L. Ron Hubbard	1.440717568845701	3.49	11671
L.A. Casey	1.0940327759439035	4.08	19434
L.A. Fiore	1.0881319891181882	3.99	21543
L.A. Meyer	1.0132567560747798	4.11	19147
L.A. Weatherly	1.118335395692884	3.954952674383102	36027
L.D. Davis	1.060658487329401	3.9400000000000004	16958
L.E. Modesitt Jr.	1.0841951052053396	3.84	18879
L.J. Shen	0.9097844201301999	4.25	15460
L.J. Smith	1.1716309041370416	3.893155212788836	669584
L.M. Montgomery	0.936112972857634	4.208454916973619	1056351
Lacey Weatherford	1.0615901822803795	3.97	22025
Laila Ibrahim	0.8636720807735722	4.24	20554
Laini Taylor	1.0148432263446294	4.111124480902024	331344
Laline Paull	1.1469742669873997	3.67	15848
Lalita Tademy	0.9550140418195973	4.04	38013
Lama Surya Das	0.9245393707254136	4.18	9912
Lambert M. Surhone	0.8022800092673732	4.46	11643
Lance Armstrong	1.0919828242545364	3.72	31963
Lang Leav	1.1413688340352341	4.05	43321
Langston Hughes	0.8334417149753774	4.32	13835
Lao Tzu	0.8846393583187615	4.31	39863
Lara Adrian	0.9109587936036798	4.1873598248732735	257642
Larissa Ione	0.8987363149475868	4.242326982565992	160663
Larry Bird	0.98253841300364	4.16	9401
Larry Bond	0.9769831866339258	3.98	10098
Larry Bossidy	1.1155326084831072	3.8299999999999996	18065
Larry Correia	0.9510965865074816	4.126004712559224	39469
Larry Levin	1.0561078631964782	4.04	10273
Larry McMurtry	0.7894852286280437	4.386601695925711	142577
Larry Niven	0.9885287446059254	3.9730583901559684	191385
Lars Kepler	1.0989563355603655	3.6638991080471786	30607
Laura  Barnett	1.0945880966893973	3.57	8477
Laura  McBride	0.9178860712892976	3.94	5687
Laura C. Schlessinger	1.2542150424987102	3.71	13465
Laura Dave	1.0081541965619625	3.58	14135
Laura Esquivel	1.0934522208796342	3.94	263199
Laura Hillenbrand	0.8513447838489906	4.3627891842101745	599272
Laura Ingalls Wilder	0.9500760913772036	4.1812074558132375	844710
Laura Joffe Numeroff	0.9745368252378105	4.225312192301905	378821
Laura Kaye	1.0449890624994578	3.915236241853729	33144
Laura Lippman	0.9712808525619914	3.532367268611918	40646
Laura McHugh	0.9759962454391821	3.73	15533
Laura Moriarty	0.8979100882186637	3.84	42112
Laura Ruby	1.0408500411534922	3.86	15150
Laura Schroff	0.931247393373947	4	22781
Laura Whitcomb	1.1298999528762426	3.83	16769
Laura Wiess	1.1320137535415162	3.89	13445
Laurann Dohner	0.9651310667780645	4.18	18050
Laurelin Paige	0.8726663813374502	4.256713948665259	105114
Laurell K. Hamilton	1.080766898096202	3.9898731976395636	1202659
Lauren Barnholdt	1.1537995325795565	3.811041176143421	53939
Lauren Beukes	1.1303600791099186	3.510192636498347	35092
Lauren Blakely	1.0211874467908337	3.97	15203
Lauren Conrad	1.1596130205586648	3.4534694179580963	47299
Lauren DeStefano	1.154383551307577	3.8033205640800207	143313
Lauren Graham	0.9519992774048097	3.7633939641109295	61300
Lauren Groff	1.148240291115159	3.576846736325564	94556
Lauren Henderson	1.1967440787822627	3.61	11485
Lauren Kate	1.233504651553753	3.8210546447887155	818541
Lauren Morrill	1.1293324331991115	3.72	13803
Lauren Myracle	1.3212779864691206	3.4600000000000004	14505
Lauren Oliver	1.0709270041980272	3.9183572651036433	852493
Lauren Weisberger	1.1592238221474185	3.623303776265394	833416
Lauren Willig	1.1676087472997974	3.69	17367
Laurence Rees	0.9312108328769673	4.24	10437
Laurence Sterne	1.2954286399649464	3.74	13641
Laurie Fabiano	0.9474669546990049	3.9	7821
Laurie Faria Stolarz	1.169751295921682	3.8379913342961895	36004
Laurie Halse Anderson	1.0548191087162002	3.96872497861693	626664
Laurie Notaro	1.1551439643845514	3.89	15198
Laurie R. King	0.9679976954702882	4.070092861288451	62028
Lawrence Ferlinghetti	0.9483473263756261	4.16	9376
Lawrence Hill	0.7218704469918438	4.44	22146
Lawrence M. Krauss	1.0880499975508897	3.9199999999999995	17204
Lawrence Wright	0.8749832710066482	4.138014104081947	38854
Leah Remini	0.959911377377246	3.98	25172
Leah Wilson	0.9667502274648024	4.28	10189
Lee Child	0.8941140290668963	4.073494186969288	1008080
Lee Strobel	1.0411105087382613	4.116746121114886	100351
Legs McNeil	1.001950903811213	4.16	20652
Leif Enger	1.032418133615522	3.98	59642
Leigh Bardugo	0.864557665331427	4.226223711162113	405210
Leigh Nichols	1.0357303376667846	3.842612686924592	75164
Leil Lowndes	1.1690861751042594	3.8	12206
Leila Meacham	1.0298469480524808	4.02	10837
Leila Sales	1.0955604340756484	3.9500000000000006	19947
Leisa Rayven	1.0278659219002035	4.1	14286
Lemony Snicket	1.0239995881781068	3.9409792576993565	1387551
Len Deighton	0.9501077085478857	3.94	12052
Lena Dunham	1.21849407597542	3.33	88251
Lene Kaaberbøl	1.0141395596945495	3.6	21666
Leo Lionni	0.9731287260115767	4.187470164469213	36785
Leo Tolstoy	1.0525120376434858	4.049119495437407	532263
Leon Uris	0.8512252167595825	4.261412507733202	147093
Leonard Mlodinow	0.9889608052247842	3.88	12818
Leonardo da Vinci	1.2171024847984226	3.97	26626
Lesley Livingston	1.180165417445533	3.69	17738
Leslie Feinberg	0.9097559279080483	4.27	13570
Leslie Jamison	1.2377675344315293	3.6199999999999997	9280
Leslie Marmon Silko	1.1849069652551019	3.73	11547
Leslye Walton	0.9999417942248582	4.12	18562
Lettie B. Cowman	0.8386160440590082	4.39	5953
Lev Grossman	1.1142574771208391	3.679901398856991	240768
Lew Wallace	1.0450886454081494	4.02	25280
Lewis Carroll	1.0029222599879677	4.077323012564444	482393
Li Cunxin	0.8755307340391889	4.12	16340
Lian Hearn	0.9227406168767509	4.040342068220821	51861
Liane Moriarty	0.8982255058967537	3.9780416870230844	912898
Libba Bray	1.163156378092975	3.8416661665023266	419862
Liesl Shurtliff	1.0149370429265467	4.04	11376
Lili St. Crow	1.0901892219435594	4.009052169968245	99195
Lilian Jackson Braun	1.0683218053008585	3.84	23114
Lily King	0.9801473871004233	3.8400000000000003	41606
Lily Koppel	1.2094358559205254	3.26	17837
Lin-Manuel Miranda	0.7996617466191129	4.47	24800
Lincoln Child	0.9757699744706037	3.8699999999999997	18413
Lincoln Peirce	1.0253275119923735	4.219124497203963	50965
Linda Castillo	0.9478013336230013	4	17862
Linda Fairstein	1.0173135228329653	3.9	11250
Linda Howard	0.984970134402793	4.058831196132016	71355
Linda Kage	0.9714126908817975	4.1	25625
Linda Lafferty	1.0378407037105741	3.75	7654
Linda Sue Park	1.0585044531785501	4.02988188858056	99821
Linda Williams	0.9337936267235106	4.25	14270
Lindsay Ashford	1.0857802897197004	3.8500000000000005	9477
Lindsey Kelk	1.148559103755726	3.8735231923601643	29320
Lindy West	0.856279470306607	4.23	15258
Linwood Barclay	0.9411099498262605	3.9793487771452667	37944
Lionel Shriver	1.0623710440391214	3.9736033943576685	120553
Lisa Gardner	0.883865841208937	4.101801527900988	348321
Lisa Genova	0.8364865228610555	4.191992745388315	325586
Lisa Jackson	0.9132700120601114	4.15	13190
Lisa Jewell	0.9311267635619809	3.8799999999999994	11546
Lisa Kleypas	0.9229123752943778	4.123572950189184	417319
Lisa Lutz	0.9742314178312202	3.9072262066291916	51590
Lisa McMann	1.1552611372464117	3.836049752872247	152755
Lisa O'Donnell	0.9809995070005029	3.81	11530
Lisa Renee Jones	0.994172786950331	4.14	21313
Lisa Scottoline	1.0777789478054547	3.7031972896811576	126332
Lisa See	0.9588502916146644	3.959203622182781	485674
Lisa Tawn Bergren	1.1119105585135542	4.04	15884
Lisi Harrison	1.2454886006409942	3.7271794761746375	93199
Lissa Price	1.0524611877947658	3.91	32143
Liu Cixin	0.9300744060518866	4.103320910973085	45885
Livia E. Bitton-Jackson	0.9512765478772441	4.17	15987
Liz Kessler	1.0888742016431823	3.89	16453
Liz Moore	0.8788176972921611	3.9600000000000004	12722
Liz Murray	0.8761859243755732	4.19	12664
Liza Klaussmann	1.0421804756108382	3.42	10800
Lloyd Alexander	0.9306709817178265	4.113742627897407	204148
Lloyd C. Douglas	0.9200199119615127	4.2	18903
Lloyd Jones	1.0396422760659603	3.66	11657
Loek Koopmans	0.9728146081796926	4.22	9836
Lois Lowry	0.9945253659325145	4.084031083809987	1891660
Lois McMaster Bujold	0.8562624499844643	4.2087866896988055	140673
Lolly Winston	1.021826674291672	3.7199999999999998	24273
Lorenzo Carcaterra	0.8881703799745431	4.18	9560
Loreth Anne White	0.9553676645861564	4.14	12579
Loretta Chase	1.0082432225894422	4.12	19137
Lori Brighton	1.138214939656767	3.76	9825
Lori Lansens	1.0114780507015457	3.79	16201
Lori Nelson Spielman	0.9666270014178222	4.08	8301
Lorna Landvik	1.0436671602705259	3.78	28453
Lorraine Hansberry	1.098913262901006	3.72	44237
Lorrie Moore	1.0816490333813138	3.5732309713441173	24358
Louis de Bernières	1.0776801981068476	3.95	57583
Louis Sachar	1.047273235562931	3.96066364902814	907332
Louis-Ferdinand Céline	0.9476644612093732	4.25	17388
Louisa May Alcott	1.0617681111058024	4.0289836145844955	1388735
Louise Doughty	1.1136796866123202	3.71	10082
Louise Erdrich	0.9787451318309084	3.9288604454986595	119731
Louise Fitzhugh	1.1069451941689588	3.96	77575
Louise Jensen	1.1292422599224676	3.77	11603
Louise L. Hay	1.0114590289287166	4.181117486192289	55947
Louise Penny	0.8521915749302365	4.168058166592402	282774
Louise Rennison	1.1152002744588174	3.8692152615869295	223463
Loung Ung	0.8004767285801493	4.29	17459
Lucie Whitehouse	1.059889256470437	3.43	7826
Lucinda Riley	1.0815964933795394	3.8	9282
Lucy Christopher	1.129994043980039	3.93	52435
Lucy Grealy	0.9882828909252692	3.96	18982
Lucy Knisley	1.1374072055415767	3.89	13518
Lucy Sykes	1.0463172882952727	3.63	7861
Ludwig Bemelmans	0.9609878585820483	4.226580007193479	197401
Ludwig Wittgenstein	1.0315683175065091	4.1380827471668615	20472
Luke Rhinehart	1.2672672994437735	3.6	9813
Lurlene McDaniel	1.055106477650877	4.12	14197
Lynda Cohen Loigman	0.933390439989539	3.9400000000000004	9395
Lynda Mullaly Hunt	0.8745693466203978	4.295225663716814	31640
Lynley Dodd	0.9296653408712795	4.28	11051
Lynn Flewelling	0.9891129846889418	4.08	13781
Lynne Reid Banks	1.0495334853404659	3.89	77046
Lynne Truss	1.0325552247864087	3.86	79117
Lynsay Sands	0.9495313356478463	4.148521250000001	144000
M. Leighton	0.981891251672262	4.053436467946177	105978
M. Pierce	1.0926088441841373	4.03	8053
M. Scott Peck	1.0371299667881593	4.03	61238
M.C. Beaton	1.0048269900813445	3.75	10925
M.C. Escher	1.2403625251496047	3.9300000000000006	50047
M.J. Arlidge	1.0119053305665544	3.88	8498
M.L. Stedman	0.9337620896519134	4	243526
M.M. Kaye	0.9145105569010833	4.2	33348
M.O. Walsh	1.0528665208257952	3.6	11118
M.R. Carey	1.001076324828956	3.93	99729
M.T. Anderson	1.2614775585676647	3.54	42426
Mac Barnett	1.0795069448773076	4.07	12679
Madeleine L'Engle	1.0453947423249124	4.048996753868079	841309
Madeleine Roux	1.2356978564552146	3.64	29687
Madeleine Wickham	1.1594799249223835	3.3456792406166453	84911
Madeline Miller	0.9214265986969431	4.27	45373
Madeline Sheehan	0.9582508492932426	4.226724359891288	83892
Maeve Binchy	0.9598115851146769	3.8815903697948384	285726
Maggie Nelson	1.0963892472405132	3.99	11925
Maggie O'Farrell	0.9705781570315376	3.7794690446306083	34259
Maggie Shipstead	1.0704215943455944	3.209782498735458	21747
Maggie Stiefvater	1.0980861661106227	3.9566063896172627	959901
Mahatma Gandhi	1.0280592895821565	4.07	28177
Malala Yousafzai	1.0540633057419275	4.06	214412
Malcolm Gladwell	1.0094985171077087	3.955853232680386	1347071
Malcolm Lowry	1.234227666666667	3.8	15832
Malcolm X	0.8994782029691929	4.29	124805
Malika Oufkir	0.9801967372351348	4.08	16134
Malinda Lo	1.2324754650137506	3.6200000000000006	14513
Malorie Blackman	0.9387690788268215	4.179561908627382	39421
Malvina G. Vogel	0.6957543440682807	4.49	9805
Manning Marable	0.9578524818791803	4.2	11448
Marc Guggenheim	0.9768170702134082	4.22	10844
Marc Weissbluth	1.125285802665594	3.9	7742
Marcel Proust	1.0673248928626005	4.14	24595
Marcella Hazan	0.9338271486250369	4.26	10729
Marcia Brown	0.9238456314568546	4.23	37313
Marcia Clark	1.0925861347653223	3.8100000000000005	11761
Marcus Aurelius	0.9611315349837392	4.2	43876
Marcus Buckingham	1.068700174005553	3.932624217652319	46974
Marcus Luttrell	0.8670154436665454	4.34	46551
Marcus Pfister	1.0531265743615672	4.15	95421
Marcus Sakey	0.8865782477536466	4.047570314992934	21937
Marcus Samuelsson	0.985809932069076	3.8	12230
Margaret Atwood	1.005571335264518	3.9866334500905136	1128553
Margaret Edson	0.947403700462303	4.2	10601
Margaret George	0.9086323573079981	4.2190593924903554	36806
Margaret Leroy	0.9564378302894269	3.8799999999999994	11421
Margaret Mitchell	0.9560881648871141	4.28	873981
Margaret Peterson Haddix	1.0347606912188383	3.9904361090118297	324185
Margaret Sidney	1.035476621964752	4.03	19780
Margaret Weis	0.977112010945781	4.0701870161418485	352376
Margaret Wise Brown	0.988933591655494	4.246876259166733	297816
Margery Williams Bianco	0.9054325406450403	4.29	173469
Margot Lee Shetterly	1.0367121743361178	3.9200000000000004	19947
Margot Livesey	0.9936253460518911	3.5899999999999994	12391
Margret Rey	0.9770633778836159	4.228650646950093	82232
Marguerite Duras	1.123369135266736	3.7600000000000002	18947
Marguerite Henry	0.9792058510389842	4.086250653531824	72682
Maria Augusta von Trapp	1.0897185266751372	3.9399999999999995	9027
Maria Dahvana Headley	1.1649832481569193	3.6	12510
María Dueñas	0.966756563050634	4.04	10166
Maria Semple	0.9628333177807351	3.821521795671003	242227
Maria V. Snyder	0.9659271345452433	4.0664006806093145	284451
Marian Keyes	1.0714136297942065	3.7806300107755844	387914
Marian Potter	0.981357683466544	4.21	15978
Mariana Zapata	0.9087217104279233	4.254959513020567	88053
Marianne Williamson	0.9235483809762753	4.29	19144
Marie Force	1.025676635618	3.98	14989
Marie Kondō	1.125514366639277	3.774536288577709	115546
Marie Lu	0.916501217428253	4.2127633423859665	666841
Marie Rutkoski	0.941163571439105	4.1237688036526405	111481
Marieke Nijkamp	1.2386899679629646	3.63	23764
Mariko Tamaki	1.2009586133981547	3.67	29592
Marilyn Manson	1.1503481924042642	3.8799999999999994	19011
Marilynne Robinson	1.1661735379022227	3.8591110371981805	111242
