"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"IRL","Ireland","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",99.07805,,
"IRL","Ireland","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",98.23368,,
"IRL","Ireland","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",98.76768,,
"IRL","Ireland","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",98.11045,,
"IRL","Ireland","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",98.82702,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",88.97338,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",91.80397,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",93.40938,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",95.05704,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",97.82425,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",102.6933,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",107.4673,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",112.8063,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",113.403,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",104.2459,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",98.29426,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",96.96346,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",98.76426,,
"IRL","Ireland","YG9904L1_IXOB","Total employment, Index","TT","All persons","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",100.4172,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",88.90715,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",91.78111,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",93.40898,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",95.06866,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",97.84718,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",102.7732,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",107.5561,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",112.9116,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",113.4896,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",104.3693,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",98.27669,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",96.99878,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",98.79633,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",100.4825,,
"IRL","Ireland","YG9908L1_IXOB","Civilian employment, Index","TT","All persons","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",103.6163,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,11.26,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,10.75,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,9.55,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,9.79,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,8.54,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,11.17,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,20.69,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,23.51,,
"IRL","Ireland","YD9901P1_ST","Unemployed for less than one month as % of unemployment","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,16.74,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,20.34,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,20.92,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,19.87,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,19.28,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,23.29,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,21.42,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,13.25,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.5,,
"IRL","Ireland","YD9902P1_ST","Unemployed for more than 1 month and less than 3 months as % of unemployment","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,10.7,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,18.08,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,19.08,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,18.22,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,17.33,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,17.91,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,16.63,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,18.45,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,19.37,,
"IRL","Ireland","YD9903P1_ST","Unemployed for more than 3 months and less than 6 months as % of unemployment","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,19.62,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,17.17,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,19.09,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,19.57,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,18.65,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,16.87,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,18.5,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,17.57,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,18.49,,
"IRL","Ireland","YD9904P1_ST","Unemployed for more than 6 months and less than 1 year as % of unemployment","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,23.92,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,33.12,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,30.14,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,32.76,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,34.92,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,33.37,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,32.26,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,30.01,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,27.1,,
"IRL","Ireland","YD9905P1_ST","Unemployed for more than 1 year as % of unemployment","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,28.99,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,57189,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,57348,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,57474,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,57478,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,57297.46,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,57715.93,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,57984.18,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,58271.89,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,58739.68,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,59140.09,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,59419.65,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,59659.69,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,59898.03,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,60224.73,,
"ITA","Italy","YP99TTL1_ST","Population","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,60447.91,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,8133.236,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,8115.522,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,8128.763,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,8169.243,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,8164.524,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,8210.174,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,8242.075,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,8273.815,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,8324.474,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,8383.87,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,8423.866,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,8438.621,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,8440.76,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,8456.868,,
"ITA","Italy","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,8438.807,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,38405.02,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,38285.62,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,38250.65,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,38420.51,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,38256.21,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,38370.99,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,38376.83,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,38451.86,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,38713.06,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,38911.78,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,39028.26,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,39114.67,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,39107.69,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,39171.55,,
"ITA","Italy","YP99P2L1_ST","Population 15-64","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,39161.07,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,10403.85,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,10576.07,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,10777.99,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,11014.9,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,10876.73,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,11134.77,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,11365.27,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,11546.22,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,11702.14,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,11844.44,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,11967.53,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,12106.39,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,12349.58,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,12596.3,,
"ITA","Italy","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,12848.03,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,14.22168,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,14.15136,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,14.14337,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,14.21282,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,14.24936,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,14.22514,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,14.21435,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,14.19864,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,14.17181,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,14.17629,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,14.1769,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,14.1446,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,14.09188,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,14.04219,,
"ITA","Italy","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,13.96046,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,67.15456,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,66.76016,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,66.55296,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,66.84385,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,66.76772,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,66.4825,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,66.18501,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,65.98698,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,65.90616,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,65.79594,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,65.68241,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,65.56299,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,65.29044,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,65.04231,,
"ITA","Italy","YP99P2PP_ST","Population 15-64 as % population","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,64.78483,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,18.19205,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,18.44192,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,18.7528,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,19.16369,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,18.98292,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,19.29236,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,19.60064,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,19.81438,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,19.92204,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,20.02777,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,20.14069,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,20.29242,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,20.61767,,
"ITA","Italy","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,20.9155,,
